source_file,timestamp,model,device,mode,param_size,hardware_type,model_size_class,embedding_model,chunk_size,chunk_overlap,context_max_tokens,retrieved_top_k,question_id,question_text,correct_option,detected_option,is_correct,latency_seconds,timed_out,use_case_classification,answer_confidence,num_fragmentos,retrieval_recall_hit,retrieval_overlap,summary_total,summary_processed,summary_correct,summary_incorrect,summary_unknown,summary_recall_at_k,summary_accuracy
report_deepseek-llm_7b_CPU_Cluster_Amdahl_bge-m3_20260222_085540.json,2026-02-22T09:10:21.443753,deepseek-llm:7b,Cluster_Amdahl,CPU,7b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,11,Es cierto que los arcos del pie los proporcionan la siguiente musculatura: ,c,desconocida,False,37.68391942977905,False,Segunda Opinión Asíncrona,0.0,8,True,0.5333,17,17,5,10,2,82.35294117647058,29.411764705882355
report_deepseek-llm_7b_CPU_Cluster_Amdahl_bge-m3_20260222_085540.json,2026-02-22T09:10:21.443753,deepseek-llm:7b,Cluster_Amdahl,CPU,7b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,12,¿Cuál es el FES no implantado más utilizado? ,c,a,False,38.284443855285645,False,Segunda Opinión Asíncrona,0.0,6,True,0.4286,17,17,5,10,2,82.35294117647058,29.411764705882355
report_deepseek-llm_7b_CPU_Cluster_Amdahl_bge-m3_20260222_085540.json,2026-02-22T09:10:21.443753,deepseek-llm:7b,Cluster_Amdahl,CPU,7b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,13,"Respecto al PCC (Control Postural Central), para una sedestación correcta: ",b,a,False,56.93251919746399,False,Segunda Opinión Asíncrona,0.2166,8,False,0.2941,17,17,5,10,2,82.35294117647058,29.411764705882355
report_deepseek-llm_7b_CPU_Cluster_Amdahl_bge-m3_20260222_085540.json,2026-02-22T09:10:21.443753,deepseek-llm:7b,Cluster_Amdahl,CPU,7b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,14,"Para que un paciente pueda levantar el pie derecho para dar un paso en la fase de oscilación, es necesario que se realicen ajustes posturales en: ",c,a,False,35.02873682975769,False,Segunda Opinión Asíncrona,0.1625,8,True,0.65,17,17,5,10,2,82.35294117647058,29.411764705882355
report_deepseek-llm_7b_CPU_Cluster_Amdahl_bge-m3_20260222_085540.json,2026-02-22T09:10:21.443753,deepseek-llm:7b,Cluster_Amdahl,CPU,7b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,15,Una lesión en la cápsula interna derecha provocará: ,c,c,True,51.23619723320007,False,Segunda Opinión Asíncrona,0.325,8,True,0.4444,17,17,5,10,2,82.35294117647058,29.411764705882355
report_deepseek-llm_7b_CPU_Cluster_Amdahl_bge-m3_20260222_085540.json,2026-02-22T09:10:21.443753,deepseek-llm:7b,Cluster_Amdahl,CPU,7b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,16,"Al elevar el miembro superior para coger un objeto que está en un estante alto, se producen los siguientes movimientos de forma estratégica: ",c,a,False,75.63389658927917,False,Segunda Opinión Asíncrona,0.6813,8,True,0.5122,17,17,5,10,2,82.35294117647058,29.411764705882355
report_deepseek-llm_7b_CPU_Cluster_Amdahl_bge-m3_20260222_085540.json,2026-02-22T09:10:21.443753,deepseek-llm:7b,Cluster_Amdahl,CPU,7b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,17,"Para que un paciente pueda mover el MS derecho estando de pie y mantener el equilibrio, es necesario que se realicen ajustes posturales en: ",a,c,False,60.69977283477783,False,Segunda Opinión Asíncrona,0.0,8,True,0.5882,17,17,5,10,2,82.35294117647058,29.411764705882355
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_003452.json,2026-02-22T00:52:01.142349,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,1,¿Qué tipo de modificación plástica representa el dibujo de la pregunta 10? ,a,c,False,62.73158383369446,False,Segunda Opinión Asíncrona,0.9,8,False,0.2222,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_003452.json,2026-02-22T00:52:01.142349,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,2,Un paciente con un miembro superior derecho muy espástico provoca: ,b,b,True,52.33011531829834,False,Segunda Opinión Asíncrona,0.7917,8,True,0.8333,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_003452.json,2026-02-22T00:52:01.142349,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,3,"Para facilitar que un paciente se pueda poner de puntillas, es necesario que tenga fuerza suficiente en: ",b,c,False,54.06952452659607,False,Segunda Opinión Asíncrona,0.75,8,True,0.5,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_003452.json,2026-02-22T00:52:01.142349,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,4,"Según el principio de Henneman, la postura precede al movimiento porque: ",b,c,False,53.21722459793091,False,Segunda Opinión Asíncrona,0.0,8,True,0.6,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_003452.json,2026-02-22T00:52:01.142349,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,5,"Según el concepto Bobath, las reacciones asociadas se caracterizan por: ",b,a,False,67.6233298778534,False,Segunda Opinión Asíncrona,0.475,8,True,0.375,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_003452.json,2026-02-22T00:52:01.142349,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,6,"Sobre la anatomía de la cápsula y tractos, es correcto que: ",a,c,False,66.9349308013916,False,Segunda Opinión Asíncrona,0.65,8,True,0.6667,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_003452.json,2026-02-22T00:52:01.142349,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,7,Señale la respuesta correcta sobre patrones de FNP: ,c,correcta,False,58.710899114608765,False,Segunda Opinión Asíncrona,0.0,8,True,0.4286,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_003452.json,2026-02-22T00:52:01.142349,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,8,La estabilidad del tronco se consigue mediante extensibilidad y fuerza adecuadas en: ,c,c,True,65.56116151809692,False,Segunda Opinión Asíncrona,0.6913,8,True,0.5882,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_003452.json,2026-02-22T00:52:01.142349,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,9,¿Qué tipo de modificación plástica representa el dibujo de la pregunta 11? ,c,c,True,53.20853638648987,False,Segunda Opinión Asíncrona,0.0,8,False,0.2222,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_003452.json,2026-02-22T00:52:01.142349,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,10,¿Qué receptores actúan para disminuir la espasticidad del biceps braquial? ,a,c,False,57.25366187095642,False,Segunda Opinión Asíncrona,0.65,8,True,0.4667,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_003452.json,2026-02-22T00:52:01.142349,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,11,Es cierto que los arcos del pie los proporcionan la siguiente musculatura: ,c,c,True,56.90772461891174,False,Segunda Opinión Asíncrona,0.4611,8,True,0.5333,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_003452.json,2026-02-22T00:52:01.142349,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,12,¿Cuál es el FES no implantado más utilizado? ,c,c,True,35.23009634017944,False,Segunda Opinión Asíncrona,0.3166,6,True,0.4286,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_003452.json,2026-02-22T00:52:01.142349,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,13,"Respecto al PCC (Control Postural Central), para una sedestación correcta: ",b,c,False,48.35948729515076,False,Segunda Opinión Asíncrona,0.1,8,False,0.2941,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_003452.json,2026-02-22T00:52:01.142349,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,14,"Para que un paciente pueda levantar el pie derecho para dar un paso en la fase de oscilación, es necesario que se realicen ajustes posturales en: ",c,b,False,52.18737721443176,False,Segunda Opinión Asíncrona,0.65,8,True,0.65,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_003452.json,2026-02-22T00:52:01.142349,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,15,Una lesión en la cápsula interna derecha provocará: ,c,c,True,63.425681591033936,False,Segunda Opinión Asíncrona,0.325,8,True,0.4444,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_003452.json,2026-02-22T00:52:01.142349,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,16,"Al elevar el miembro superior para coger un objeto que está en un estante alto, se producen los siguientes movimientos de forma estratégica: ",c,b,False,110.54100775718689,False,Segunda Opinión Asíncrona,0.6687,8,True,0.5122,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_003452.json,2026-02-22T00:52:01.142349,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,17,"Para que un paciente pueda mover el MS derecho estando de pie y mantener el equilibrio, es necesario que se realicen ajustes posturales en: ",a,a,True,57.96912932395935,False,Segunda Opinión Asíncrona,0.8,8,True,0.5882,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_083651.json,2026-02-22T08:53:54.660864,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,1,¿Qué tipo de modificación plástica representa el dibujo de la pregunta 10? ,a,c,False,63.82153820991516,False,Segunda Opinión Asíncrona,0.9,8,False,0.2222,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_083651.json,2026-02-22T08:53:54.660864,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,2,Un paciente con un miembro superior derecho muy espástico provoca: ,b,b,True,50.86418700218201,False,Segunda Opinión Asíncrona,0.7917,8,True,0.8333,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_083651.json,2026-02-22T08:53:54.660864,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,3,"Para facilitar que un paciente se pueda poner de puntillas, es necesario que tenga fuerza suficiente en: ",b,c,False,57.890997886657715,False,Segunda Opinión Asíncrona,0.75,8,True,0.5,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_083651.json,2026-02-22T08:53:54.660864,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,4,"Según el principio de Henneman, la postura precede al movimiento porque: ",b,c,False,53.4726357460022,False,Segunda Opinión Asíncrona,0.0,8,True,0.6,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_083651.json,2026-02-22T08:53:54.660864,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,5,"Según el concepto Bobath, las reacciones asociadas se caracterizan por: ",b,a,False,66.61562275886536,False,Segunda Opinión Asíncrona,0.475,8,True,0.375,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_083651.json,2026-02-22T08:53:54.660864,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,6,"Sobre la anatomía de la cápsula y tractos, es correcto que: ",a,c,False,69.06291055679321,False,Segunda Opinión Asíncrona,0.65,8,True,0.6667,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_083651.json,2026-02-22T08:53:54.660864,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,7,Señale la respuesta correcta sobre patrones de FNP: ,c,correcta,False,56.87615895271301,False,Segunda Opinión Asíncrona,0.0,8,True,0.4286,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_083651.json,2026-02-22T08:53:54.660864,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,8,La estabilidad del tronco se consigue mediante extensibilidad y fuerza adecuadas en: ,c,c,True,64.85357618331909,False,Segunda Opinión Asíncrona,0.6913,8,True,0.5882,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_083651.json,2026-02-22T08:53:54.660864,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,9,¿Qué tipo de modificación plástica representa el dibujo de la pregunta 11? ,c,c,True,53.12579798698425,False,Segunda Opinión Asíncrona,0.0,8,False,0.2222,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_083651.json,2026-02-22T08:53:54.660864,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,10,¿Qué receptores actúan para disminuir la espasticidad del biceps braquial? ,a,c,False,56.58901119232178,False,Segunda Opinión Asíncrona,0.65,8,True,0.4667,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_083651.json,2026-02-22T08:53:54.660864,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,11,Es cierto que los arcos del pie los proporcionan la siguiente musculatura: ,c,c,True,56.49429678916931,False,Segunda Opinión Asíncrona,0.4611,8,True,0.5333,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_083651.json,2026-02-22T08:53:54.660864,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,12,¿Cuál es el FES no implantado más utilizado? ,c,c,True,34.12058711051941,False,Segunda Opinión Asíncrona,0.3166,6,True,0.4286,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_083651.json,2026-02-22T08:53:54.660864,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,13,"Respecto al PCC (Control Postural Central), para una sedestación correcta: ",b,c,False,46.59671211242676,False,Segunda Opinión Asíncrona,0.1,8,False,0.2941,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_083651.json,2026-02-22T08:53:54.660864,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,14,"Para que un paciente pueda levantar el pie derecho para dar un paso en la fase de oscilación, es necesario que se realicen ajustes posturales en: ",c,b,False,51.92101693153381,False,Segunda Opinión Asíncrona,0.65,8,True,0.65,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_083651.json,2026-02-22T08:53:54.660864,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,15,Una lesión en la cápsula interna derecha provocará: ,c,c,True,62.9937424659729,False,Segunda Opinión Asíncrona,0.325,8,True,0.4444,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_083651.json,2026-02-22T08:53:54.660864,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,16,"Al elevar el miembro superior para coger un objeto que está en un estante alto, se producen los siguientes movimientos de forma estratégica: ",c,b,False,106.4935781955719,False,Segunda Opinión Asíncrona,0.6687,8,True,0.5122,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.1_8b_CPU_Cluster_Amdahl_bge-m3_20260222_083651.json,2026-02-22T08:53:54.660864,llama3.1:8b,Cluster_Amdahl,CPU,8b,Cluster_CPU,7B/8B (Ligero),BAAI/bge-m3,1300,300,4800,8,17,"Para que un paciente pueda mover el MS derecho estando de pie y mantener el equilibrio, es necesario que se realicen ajustes posturales en: ",a,a,True,58.88610363006592,False,Segunda Opinión Asíncrona,0.8,8,True,0.5882,17,17,7,10,0,82.35294117647058,41.17647058823529
report_llama3.3_70b_CPU_Cluster_Amdahl_bge-m3_20260222_011029.json,2026-02-22T03:20:40.158240,llama3.3:70b,Cluster_Amdahl,CPU,70b,Cluster_CPU,70B+ (Masivo),BAAI/bge-m3,1300,300,4800,8,1,¿Qué tipo de modificación plástica representa el dibujo de la pregunta 10? ,a,c,False,440.9769821166992,False,Segunda Opinión Asíncrona,1.0,8,False,0.2222,17,17,10,7,0,82.35294117647058,58.82352941176471
report_llama3.3_70b_CPU_Cluster_Amdahl_bge-m3_20260222_011029.json,2026-02-22T03:20:40.158240,llama3.3:70b,Cluster_Amdahl,CPU,70b,Cluster_CPU,70B+ (Masivo),BAAI/bge-m3,1300,300,4800,8,2,Un paciente con un miembro superior derecho muy espástico provoca: ,b,c,False,511.38275814056396,False,Segunda Opinión Asíncrona,0.1,8,True,0.8333,17,17,10,7,0,82.35294117647058,58.82352941176471
report_llama3.3_70b_CPU_Cluster_Amdahl_bge-m3_20260222_011029.json,2026-02-22T03:20:40.158240,llama3.3:70b,Cluster_Amdahl,CPU,70b,Cluster_CPU,70B+ (Masivo),BAAI/bge-m3,1300,300,4800,8,3,"Para facilitar que un paciente se pueda poner de puntillas, es necesario que tenga fuerza suficiente en: ",b,c,False,418.97733759880066,False,Segunda Opinión Asíncrona,0.75,8,True,0.5,17,17,10,7,0,82.35294117647058,58.82352941176471
report_llama3.3_70b_CPU_Cluster_Amdahl_bge-m3_20260222_011029.json,2026-02-22T03:20:40.158240,llama3.3:70b,Cluster_Amdahl,CPU,70b,Cluster_CPU,70B+ (Masivo),BAAI/bge-m3,1300,300,4800,8,4,"Según el principio de Henneman, la postura precede al movimiento porque: ",b,b,True,370.8620140552521,False,Segunda Opinión Asíncrona,0.5875,8,True,0.6,17,17,10,7,0,82.35294117647058,58.82352941176471
report_llama3.3_70b_CPU_Cluster_Amdahl_bge-m3_20260222_011029.json,2026-02-22T03:20:40.158240,llama3.3:70b,Cluster_Amdahl,CPU,70b,Cluster_CPU,70B+ (Masivo),BAAI/bge-m3,1300,300,4800,8,5,"Según el concepto Bobath, las reacciones asociadas se caracterizan por: ",b,c,False,538.7793259620667,False,Segunda Opinión Asíncrona,0.1,8,True,0.375,17,17,10,7,0,82.35294117647058,58.82352941176471
report_llama3.3_70b_CPU_Cluster_Amdahl_bge-m3_20260222_011029.json,2026-02-22T03:20:40.158240,llama3.3:70b,Cluster_Amdahl,CPU,70b,Cluster_CPU,70B+ (Masivo),BAAI/bge-m3,1300,300,4800,8,6,"Sobre la anatomía de la cápsula y tractos, es correcto que: ",a,a,True,468.6596329212189,False,Segunda Opinión Asíncrona,0.75,8,True,0.6667,17,17,10,7,0,82.35294117647058,58.82352941176471
report_llama3.3_70b_CPU_Cluster_Amdahl_bge-m3_20260222_011029.json,2026-02-22T03:20:40.158240,llama3.3:70b,Cluster_Amdahl,CPU,70b,Cluster_CPU,70B+ (Masivo),BAAI/bge-m3,1300,300,4800,8,7,Señale la respuesta correcta sobre patrones de FNP: ,c,c,True,396.4090461730957,False,Segunda Opinión Asíncrona,0.3166,8,True,0.4286,17,17,10,7,0,82.35294117647058,58.82352941176471
